;;;0;4;3;Day;
;;;3;1;12;Time;
3;1;26;3;1;21;Latitude and longitude (high accuracy);
;;;0;4;3;;
;;;0;4;3;(Time period in days);
;;;0;4;4;;
;;;0;4;4;(Time period in hours);
;;;0;4;5;;
;;;0;4;5;(Time period in minutes);
3;1;31;3;1;1;WMO block and station number;
;;;0;2;1;Type of station;
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;22;Latitude and longitude (high  accuracy), height of station
3;1;32;3;1;1;WMO block and station number
;;;0;2;1;Type of station
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;24;Latitude and longitude (coarse accuracy), height of station
 ;;;;;;
TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(Buoy/platform — fixed)
3;1;33;0;1;5;Buoy/platform identifier
;;;0;2;1;Type of station
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;21;Latitude and longitude (high accuracy)
;;;;;;(Buoy/platform — fixed)
3;1;34;0;1;5;Buoy/platform identifier
;;;0;2;1;Type of station
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;23;Latitude and longitude (coarse accuracy)
;;;;;;(Buoy/platform — moving)
3;1;035*;0;1;5;Buoy/platform identifier
;;;0;1;12;Direction of motion of moving observing platform
;;;0;1;13;Speed of motion of moving observing platform
;;;0;2;1;Type of station
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;23;Latitude and longitude (coarse accuracy)
;;;;;;(Ship)
3;1;36;3;1;3;Ship's call sign and motion
;;;0;2;1;Type of station
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;23;Latitude and longitude (coarse accuracy)
;;;;;;(Land station for vertical soundings)
3;1;37;3;1;1;WMO block and station number
;;;0;2;11;Radiosonde type
;;;0;2;12;Radiosonde computational method
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;22;Latitude and longitude (high accuracy), height of station
;;;;;;(Land station for vertical soundings)
3;1;38;3;1;1;WMO block and station number
;;;0;2;11;Radiosonde type
;;;0;2;12;Radiosonde computational method
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;24;Latitude and longitude (coarse accuracy), height of station
;;;;;;(Ship for vertical soundings)
3;1;39;3;1;3;Ship's call sign and motion
;;;0;2;11;Radiosonde type
;;;0;2;12;Radiosonde computational method
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;23;Latitude and longitude (coarse accuracy)
 ;;;;;;
TABLE REFERENCE;;;;;;
TABLE REFEERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
3;1;40;3;1;3;Ship's call sign and motion
;;;0;2;11;Radiosonde type
;;;0;2;12;Radiosonde computational method
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;24;Latitude and longitude (coarse accuracy), height of station
3;1;41;0;1;7;Satellite identifier
;;;0;2;21;Satellite instrument data used in processing
;;;0;2;22;Satellite data processing technique used
;;;3;1;11;Date
;;;3;1;12;Time
3;1;42;3;1;41;"Satellite identifier, data used, and data processing technique; date/time"
;;;3;1;21;Latitude, longitude
3;1;43;0;1;7;Satellite identifier
;;;0;2;23;Cloud motion computational method
;;;3;1;11;Date
;;;3;1;13;Time
;;;3;1;21;Latitude, longitude
3;1;44;0;1;7;Satellite identifier
;;;0;2;24;Integrated mean humidity computational method
;;;3;1;11;Date
;;;3;1;13;Time
;;;3;1;21;Latitude, longitude
;;;;;;(Satellite location and velocity)
3;1;45;3;1;11;Year, month, day
;;;3;1;12;Time (hour, minute)
;;;2;1;138;Change width to 16 bits
;;;2;2;131;Change scale to 3
;;;0;4;6;Second
;;;2;1;0;Change width back to Table B
;;;2;2;0;Change scale back to Table B
;;;3;4;30;Location relative to the Earth’s centre
;;;3;4;31;Velocity relative to the Earth’s centre
3;1;46;0;1;7;Satellite identifier
;;;0;1;12;Direction of motion of moving observing platform
;;;0;2;48;Satellite sensor indicator
;;;0;21;119;Wind scatterometer geophysical model function
;;;0;25;60;Software identification
;;;2;2;124;Change scale
;;;0;2;26;Cross-track resolution
;;;0;2;27;Along-tract resolution
;;;2;2;0;Change scale back to Table B
;;;0;5;40;Orbit number
;;;;;;(ERS product header)
3;1;47;0;1;7;Satellite identifier
;;;0;25;60;Software identification
;;;0;1;33;Originating/generating centre
;;;0;1;34;Originating/generating sub-centre
;;;0;1;12;Direction of motion of moving observation platform
;;;3;1;45;Satellite location and velocity
;;;0;2;21;Satellite instrument data used in processing
;;;3;1;11;Date (year, month, day)
;;;3;1;12;Time (hour, minute)
;;;2;1;138;Change bit width to 16 bits
;;;2;2;131;Change scale to 3
;;;0;4;6;Second
;;;2;1;0;Change width back to Table B
;;;2;2;0;Change scale back to Table B
;;;3;1;23;Location (latitude, longitude)
;;;;;;(Radar parameters)
3;1;48;0;2;104;Antenna polarization
;;;0;2;121;Mean frequency
;;;0;2;113;Number of azimuth looks
;;;0;2;26;Cross-track resolution
;;;0;2;27;Along-track resolution
;;;0;2;111;Radar incidence angle
;;;0;2;140;Satellite radar beam azimuth angle
;;;2;2;127;Change scale to –1
;;;0;1;13;Radar platform velocity
;;;2;2;126;Change scale to –2
;;;0;7;1;Radar platform altitude
;;;2;2;0;Change scale to Table B
;;;0;25;10;Clutter treatment
;;;0;21;64;Clutter noise estimate
;;;;;;(Radar beam data)
3;1;49;0;2;111;Radar incidence angle
;;;0;2;112;Radar look angle
;;;0;21;62;Backscatter
;;;0;21;63;Radiometric resolution (Noise value)
;;;0;21;65;Missing packet counter
3;1;51;0;1;6;Aircraft identifier
;;;0;2;61;Navigational system
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;21;Latitude, longitude
;;;0;8;4;Phase of aircraft flight
3;1;55;0;1;5;Buoy/platform identifier
;;;0;2;1;Type of station
;;;3;1;11;Date
;;;3;1;12;Time
;;;3;1;21;Latitude and longitude (high accuracy)
;;;0;1;12;Direction of motion of moving observing platform
;;;0;1;14;Platform drift speed (high precision)
;;;;;;(Radar location(s))
3;1;62;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;1;1;WMO block and station number
;;;;;;(ACARS identification)
3;1;65;0;1;6;Aircraft flight number (see Note)
;;;0;1;8;Aircraft registration number (see Note)
;;;0;2;1;Type of station
;;;0;2;2;Type of instrumentation for wind measurement
;;;0;2;5;Precision of temperature observation
;;;0;2;62;Type of aircraft data relay system
;;;0;2;70;Original specification of latitude/longitude
;;;0;2;65;ACARS ground receiving station
 ;;;;;;
TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(ACARS location)
3;1;66;3;1;11;Year, month, day
;;;3;1;13;Hour, minute, second
;;;3;1;23;Latitude and longitude (coarse accuracy)
;;;0;7;4;Pressure
;;;0;2;64;Aircraft roll angle quality
;;;0;8;4;Phase of aircraft flight
;;;;;;(Satellite identifier/Generating resolution)
3;1;71;0;1;7;Satellite identifier
;;;0;1;31;Generating centre
;;;0;2;20;Satellite classification
;;;0;2;28;Segment size at nadir in X direction
;;;0;2;29;Segment size at nadir in Y direction
;;;;;;(Satellite identification)
3;1;72;3;1;71;Satellite identification, Generation resolution
;;;3;1;11;Date
;;;3;1;13;Time
;;;3;1;21;Latitude, longitude


*;Descriptor 3 01 002 should not be used.;;;;;
*;Descriptor 3 01 055 should be used instead of 3 01 035 to encode moving buoy/platform information.;;;;;

Notes:;(1) As supplied by originating sub-center ARINC, this value is a pseudo-value rather than the actual value.  The relationship between this pseudo value and the true value is known only by ARINC.;;;;;
;(2) Descriptors from 3 01 041 to 3 01 049, 3 01 062, 3 01 071 and 3 01 072 should not be used in CREX for transmission.;;;;;
 ;;;;;;
Category 02 - Meteorological sequences common to surface data;;;;;;

TABLE;;;;;;
REFERENCE;;;;;;
TABLE;;;;;;
REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
3;2;1;0;10;4;Pressure (at station level)
;;;0;10;51;Pressure reduced to mean sea level
;;;0;10;61;3-hour pressure change
;;;0;10;63;Characteristic of pressure tendency
;;;;;;(High altitude station)
3;2;2;0;10;4;Pressure (at station level)
;;;0;7;4;Pressure level
;;;0;10;3;Geopotential of pressure level
;;;0;10;61;3-hour pressure change
;;;0;10;63;Characteristic of pressure tendency
3;2;3;0;11;11;Wind direction (10 m)
;;;0;11;12;Wind speed (10 m)
;;;0;12;4;Temperature (2 m)
;;;0;12;6;Dew point (2 m)
;;;0;13;3;Relative humidity
;;;0;20;1;Horizontal visibility
;;;0;20;3;Present weather
;;;0;20;4;Past weather (1)
;;;0;20;5;Past weather (2)
;;;;;;(General cloud information)
3;2;4;0;20;10;Cloud cover (total)
;;;0;8;2;Vertical significance
;;;0;20;11;Cloud amount
;;;0;20;13;Height of base of cloud
;;;0;20;12;Cloud type
;;;0;20;12;Cloud type
;;;0;20;12;Cloud type
3;2;5;0;8;2;Vertical significance
;;;0;20;11;Cloud amount
;;;0;20;12;Cloud type
;;;0;20;13;Height of base of cloud
3;2;6;0;10;4;Pressure (at station level)
;;;0;10;51;Pressure reduced to mean sea level
;;;0;10;62;24-hour pressure change
;;;0;10;63;Characteristic of pressure tendency
;;;;;;(Low altitude station)
3;2;11;3;2;1;Pressure and pressure change
;;;3;2;3;Wind, temperature, humidity, visibility, weather
;;;3;2;4;Significant cloud layer
;;;;;;(High altitude station)
3;2;12;3;2;2;Pressure and pressure change
;;;3;2;3;Wind, temperature, humidity, visibility, weather
;;;3;2;4;Significant cloud information
3;2;13;3;2;6;Pressure and pressure change
;;;3;2;3;Wind, temperature, humidity, visibility, weather
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Delayed descriptor replication factor
;;;3;2;5;Cloud layer information
 ;;;;;;
TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
3;2;21;0;22;1;Direction of waves
;;;0;22;11;Period of waves
;;;0;22;21;Height of waves
3;2;22;0;22;2;Direction of wind waves
;;;0;22;12;Period of wind waves
;;;0;22;22;Height of wind waves
3;2;23;0;22;3;Direction of swell waves
;;;0;22;13;Period of swell waves
;;;0;22;23;Height of swell waves
3;2;24;3;2;22;Wind waves
;;;1;1;2;Replicate 1 descriptor 2 times
;;;3;2;23;Swell waves (2 systems of swell)
3;2;51;0;10;4;Pressure
;;;0;10;51;Pressure reduced to mean sea level
;;;0;7;4;Pressure (vertical location)
;;;0;10;3;Geopotential
;;;0;12;4;Dry-bulb temperature at 2 m
;;;0;12;51;Standard deviation temperature
;;;0;12;16;Maximum temperature at 2 m, past 24 hours
;;;0;12;17;Minimum temperature at 2 m, past 24 hours
;;;0;13;4;Vapour pressure
;;;1;2;4;Replicate 2 descriptors 4 times
;;;0;8;51;Qualifier for number of missing values in calculation of statistic
;;;0;8;20;Total number of missing entities (with respect to accumulation or average)

 Category 03 - Meteorological sequences common to vertical soundings data;;;;;;


TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
3;3;1;0;7;3;Geopotential
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
3;3;2;0;7;4;Pressure
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
3;3;3;0;7;4;Pressure
;;;0;10;3;Geopotential
;;;0;12;1;Temperature
;;;0;12;3;Dew point
3;3;4;0;7;4;Pressure
;;;0;10;3;Geopotential
;;;0;12;1;Temperature
;;;0;12;3;Dew point
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
3;3;11;0;7;3;Geopotential
;;;0;8;1;Vertical sounding significance
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
3;3;12;0;7;4;Pressure
;;;0;8;1;Vertical sounding significance
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
3;3;13;0;7;4;Pressure
;;;0;8;1;Vertical sounding significance
;;;0;10;3;Geopotential
;;;0;12;1;Temperature
;;;0;13;3;Relative humidity
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
3;3;14;0;7;4;Pressure
;;;0;8;1;Vertical sounding significance
;;;0;10;3;Geopotential
;;;0;12;1;Temperature
;;;0;12;3;Dew point
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
3;3;21;0;7;4;Pressure (1)
;;;0;7;4;Pressure (2)     defines layer
;;;2;4;7;Add associated field of 7 bits
;;;0;31;21;Additional field significance
3;3;22;3;3;21;Layer, quality
;;;0;10;3;Geopotential (layer mean thickness)
;;;2;4;0;Cancel the added associated field
 ;;;;;;
TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
3;3;23;3;3;21;Layer, quality
;;;0;12;1;Temperature (layer mean)
;;;2;4;0;Cancel the added associated field
3;3;24;3;3;21;Layer, quality
;;;0;13;16;Precipitation water
;;;2;4;0;Cancel the added associated field
3;3;25;0;2;25;Satellite channel
;;;2;4;7;Add associated field of 7 bits
;;;0;31;21;Additional field significance
;;;0;12;63;Brightness temperature
;;;2;4;0;Cancel the added associated field
3;3;26;0;7;4;Pressure
;;;0;8;3;Vertical significance
;;;2;4;7;Add associated field of 7 bits
;;;0;31;21;Additional field significance
;;;0;12;1;Temperature
;;;2;4;0;Cancel the added associated field
3;3;27;0;7;4;Pressure
;;;2;4;7;Add associated field of 7 bits
;;;0;31;21;Additional field significance
;;;0;10;3;Geopotential
;;;2;4;0;Cancel the added associated field
3;3;31;0;7;4;Pressure
;;;0;8;3;Vertical significance (base of sounding)
;;;0;7;21;Elevation (local zenith)
;;;0;7;22;Solar elevation (solar zenith)
;;;0;8;12;Land/sea qualifier
;;;0;12;61;Skin temperature
3;3;32;0;20;11;Cloud amount
;;;0;20;16;Pressure at top of cloud
3;3;33;0;20;10;Cloud cover (total)
;;;0;20;16;Pressure at the top of cloud
;;;;;;(Wind sequence)
3;3;41;0;2;152;Geostationary satellite instrument used
;;;0;2;23;Cloud motion computational method
;;;0;7;4;Pressure
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
;;;0;2;153;Satellite channel centre frequency
;;;0;2;154;Satellite channel band width
;;;0;12;71;Coldest cluster T

;;Note: Descriptors 3 03 021 to 3 03 027 are not available in CREX.;;;;
 Category 04 - Meteorological sequences common to satellite observations;;;;;;


TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
3;4;1;0;8;3;Vertical significance
;;;0;10;4;Pressure
;;;0;12;1;Temperature
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
3;4;2;0;8;3;Vertical significance
;;;0;10;4;Pressure
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
3;4;3;0;8;3;Vertical significance
;;;0;12;1;Temperature
3;4;4;0;8;3;Vertical significance
;;;0;10;4;Pressure
;;;0;20;10;Cloud cover (total)
;;;0;12;1;Temperature
3;4;5;0;2;24;Integrated mean humidity computational method
;;;0;7;4;Pressure(1)
;;;0;7;4;Pressure (2)    defines layer
;;;0;13;3;Relative humidity
3;4;6;0;14;1;Outgoing long-wave radiation
;;;0;14;1;Incoming long-wave radiation
;;;0;14;3;Outgoing short-wave radiation
;;;;;;(GOES-I/M info)
3;4;11;0;2;163;Height assignment method
;;;0;2;164;Tracer correlation method
;;;0;8;12;Land/sea qualifier
;;;0;7;24;Satellite zenith angle
;;;0;2;57;Origin of first guess information
;;;0;8;21;Time significance
;;;0;4;1;Year
;;;0;4;2;Month
;;;0;4;3;Day
;;;0;4;4;Hour
;;;0;8;21;Time significance
;;;0;4;24;Time period or displacement
;;;1;10;4;Replicate 10 descriptors 4 times
;;;0;8;21;Time significance
;;;0;4;4;Hour
;;;0;4;5;Minute
;;;0;4;6;Second
;;;0;8;21;Time significance
;;;0;4;4;Hour
;;;0;4;5;Minute
;;;0;4;6;Second
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
;;;1;3;10;Replicate 3 descriptors 10 times
;;;0;2;163;Height assignment method
;;;0;7;4;Pressure
;;;0;12;1;Temperature
;;;;;;(Location of platform)
3;4;30;0;27;31;In direction of 0 degree longitude, distance from the Earth’s centre
;;;0;28;31;In direction of 90 degrees East longitude, distance from the Earth’s centre
;;;0;10;31;In direction of North Pole, distance from Earth’s centre
;;;;;;(Speed of platform)
3;4;31;0;1;41;Absolute platform velocity – first component
;;;0;1;42;Absolute platform velocity – second component
;;;0;1;43;Absolute platform velocity – third component
;;;;;;(Cloud fraction)
3;4;32;0;2;153;Satellite channel centre frequency
;;;0;2;154;Satellite channel band width
;;;0;20;81;Cloud amount in segment
;;;0;20;82;Amount segment cloud free
;;;0;20;12;Cloud type
;;;;;;(Clear sky radiance)
3;4;33;0;2;152;Satellite instrument used in data processing
;;;0;2;166;Radiance type
;;;0;2;167;Radiance computational method
;;;0;2;153;Satellite channel centre frequency
;;;0;2;154;Satellite channel band width
;;;0;12;75;Spectral radiance
;;;0;12;76;Radiance
;;;0;12;63;Brightness temperature

3;4;34;1;2;4;Replicating next two descriptors 4 times
;;;0;27;1;Latitude (high accuracy)
;;;0;28;1;Longitude (high accuracy)
;;;0;7;22;Solar elevation
;;;0;5;43;Field of view number
;;;0;20;10;Cloud cover (total)
;;;0;20;16;Pressure at top of cloud
;;;0;33;3;Quality information table
;;;0;10;40;Number of retrieved layers

 Category 05 - Meteorological or hydrological sequences common to hydrological observations;;;;;;

TABLE;;;;;;
REFERENCE;TABLE;;;;;
REFERENCES;ELEMENT NAME;;;;;
F;X;Y;;;;
;;;;;;(SADC-HYCOS measurement array definition)
3;5;3;3;1;12;Hour, minute of first single measurement minus increment
;;;0;4;65;Short time increment - time interval between measuremens
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;5;1;Single measurement

;;;;;;(MEDHYCOS measurement)
3;5;6;0;13;72;Downstream water level
;;;0;13;82;Water temperature
;;;0;13;19;Precipitation last hour
;;;0;12;1;Air temperature
;;;0;13;73;Maximum water height observed
;;;0;13;60;Total accumulated precipitation

;;;;;;(MEDHYCOS report)
3;5;7;3;1;29;Identification
;;;3;1;12;Hour, minute (time of first measurement)
;;;0;4;65;Short time increment - time interval between measurements
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;5;6;Single measurement

;;;;;;(AOCHYCOS - Chad measurement)
3;5;8;3;5;6;Same as MEDHYCOS type measurement
;;;0;12;30;Soil temperature at -50 cm

;;;;;;(AOCHYCOS-Chad report)
3;5;9;3;1;29;Identification
;;;3;1;12;Hour, minute (time of first measurement)
;;;0;4;65;Short time increment - time interval between measurements
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;5;8;Single measurement

;;;;;;(MEDHYCOS report type 2)
3;5;11;3;1;29;Identification
;;;3;1;12;Hour, minute (time of first measurement)
;;;0;4;65;Short time increment - time interval between measurements
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;5;10;Single measurement

;;;;;;(MEDHYCOS report with meteorology and water quality data)
3;5;18;3;1;29;Identification
;;;3;1;12;Hour, minute (time) of first measurement
;;;0;4;65;Hour increment
;;;1;3;0;Delayed replications of 3 descriptors
;;;0;31;1;Replication factor
;;;3;5;8;Same as AOCHYCOS type measurement
;;;3;5;16;Meteorological parameters associated to hydrological data
;;;3;5;17;Water quality measurement
 Category 06 - Meteorological or oceanographic sequences common ;;;;;;
to oceanographic observations;;;;;;



TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
3;6;1;0;2;32;Indicator for digitization
;;;1;2;0;Delayed replication of 2 descriptors
;;;0;31;1;Replication factor
;;;0;7;62;Depth below sea surface
;;;0;22;42;Subsurface sea temperature
3;6;2;0;2;31;Method of current measurement
;;;0;22;4;Direction of current
;;;0;22;31;Speed of current
3;6;3;0;2;2;Wind instrumentation
;;;0;11;11;Wind direction (10 m)
;;;0;11;12;Wind speed (10 m)
;;;0;12;4;Dry-bulb temperature (2 m)
3;6;4;0;2;32;Indicator for digitization
;;;0;2;33;Method of salinity/depth measurement
;;;1;3;0;Delayed replication of 3 descriptors
;;;0;31;1;Replication factor
;;;0;7;62;Depth below sea surface
;;;0;22;43;Subsurface sea temperature
;;;0;22;62;Salinity
3;6;5;0;2;31;Method of current measurement
;;;1;3;0;Delayed replication of 3 descriptors
;;;0;31;1;Replication factor
;;;0;7;62;Depth below sea surface
;;;0;22;4;Direction of current
;;;0;22;31;Speed of current
;;;;;;(Under water sounding (optional) parameters)
3;6;6;3;6;3;Surface wind and temperature
;;;3;6;2;Current
;;;0;22;63;Total water depth
;;;;;;(Buoy spare block parameters)
3;6;7;0;1;12;Direction of motion of moving observing platform
;;;0;1;14;Platform drift speed (high precision)
;;;3;6;8;Buoy instrumentation
;;;0;4;24;Time period
;;;0;27;3;Alternate latitude
;;;0;28;3;Alternate longitude
;;;;;;(Buoy instrumentation parameters)
3;6;8;0;2;34;Drogue type
;;;0;2;35;Cable length
;;;0;2;36;Buoy type
3;6;23;0;1;15;Station or site name
;;;3;1;23;Latitude, longitude
;;;3;1;11;Year, month, day
;;;3;1;12;Hour, minute
;;;0;22;38;Tidal level with respect to local chart datum
;;;0;22;39;Meteorological residual tidal elevation
;;;0;22;120;Tide station automated water level check
;;;0;22;121;Tide station manual water level check

 Category 07 - Surface report sequences (land);;;;;;


TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(Low altitude station)
3;7;1;3;1;31;Identification, type, date/time, position (high accuracy), height
;;;3;2;11;Basic surface report
;;;;;;(Low altitude station)
3;7;2;3;1;32;Identification, type, date/time, position (coarse accuracy), height
;;;3;2;11;Basic surface report
;;;;;;(Low altitude station)
3;7;3;3;7;1;Location (high accuracy) and basic report
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;2;5;Cloud layer information
;;;;;;(Low altitude station)
3;7;4;3;7;2;Location (coarse accuracy) and basic report
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;2;5;Cloud layer information
;;;;;;(Low altitude station)
3;7;5;3;7;1;Location (high accuracy) and basic report
;;;1;1;4;Replicate 1 descriptor 4 times
;;;3;2;5;Cloud layer information (4 layers)
;;;;;;(Low altitude station)
3;7;6;3;7;2;Location (coarse accuracy) and basic report
;;;1;1;4;Replicate 1 descriptor 4 times;
;;;3;2;5;Cloud layer information (4 layers);
;;;;;;(High altitude station);
3;7;7;3;1;31;Identification, type, date/time, position (high accuracy), height;
;;;3;2;12;Basic surface report;
;;;;;;(High altitude station);
3;7;8;3;1;32;Identification, type, date/time, position (coarse accuracy), height;
;;;3;2;12;Basic surface report;
3;7;9;3;1;31;Identification, type, date/time, position (high accuracy), height;
