0;1;12;Direction of motion of moving observing platform;Degree true;0;0;9;Degree true;0;3
0;1;13;Speed of motion of moving observing platform;m s–1;0;0;10;m s-1;0;3
0;1;14;Platform drift speed (high precision);m s–1;2;0;10;m s-1;2;4
0;1;15;Station or site name;CCITT IA5;0;0;160;Character;0;20
0;1;18;Short station or site name;CCITT IA5;0;0;40;Character;0;5
0;1;19;Long Station or site name;CCITT IA5;0;0;256;Character;0;32
0;1;20;WMO Region sub-area;Numeric;0;0;4;Numeric;0;2
0;1;21;Synoptic feature identifier;Numeric;0;0;14;Numeric;0;4
0;1;22;Name of feature (see Note 11);CCITT IA5;0;0;224;Character;0;28
0;1;25;Storm identifier;CCITT IA5;0;0;24;Character;0;3
0;1;26;WMO storm name*;CCITT IA5;0;0;64;Character;0;8
0;1;27;WMO long storm name;CCITT IA5;0;0;80;Character;0;10
0;1;31;Identification of originating/generating centre (see Note 10);Code table;0;0;16;Code table;0;5
0;1;32;Generating application;Code table defined by originating/ generating centre  (Notes (3), (4) and (5));0;0;8;Code table;0;3
0;1;33;Identification of originating/generating centre;Code table;0;0;8;Code table;0;3
0;1;34;Identification of originating/generating sub-centre;Code table;0;0;8;Code table;0;3
0;1;36;Agency in charge of operating the Observing platform;Code table;0;0;20;Code table;0;7
0;1;41;Absolute platform velocity – first component (see Note 6);m s-1;5;–1073741824;31;m s-1;5;10
0;1;42;Absolute platform velocity – second component (see Note 6);m s-1;5;–1073741824;31;m s-1;5;10
0;1;43;Absolute platform velocity – third component (see Note 6);m s-1;5;–1073741824;31;m s-1;5;10
0;1;50;Platform transmitter ID number;Numeric;0;0;17;Numeric;0;6
0;1;51;Platform transmitter ID number;CCITT IA5;0;0;96;Character;0;12
0;1;60;Aircraft reporting point (Beacon identifier);CCITT IA5;0;0;64;Character;0;8
0;1;62;Short ICAO location indicator;CCITT IA5;0;0;32;Character;0;4
0;1;63;ICAO location indicator;CCITT IA5;0;0;64;Character;0;8
0;1;64;Runway designator;CCITT IA5;0;0;32;Character;0;4
0;1;75;Tide station identification;CCITT IA5;0;0;40;Character;0;5
0;1;80;Ship line number according to SOOP;CCITT IA5;0;0;32;Character;0;4
0;1;85;Observing platform manufacturer's model;CCITT IA5;0;0;160;Character;0;20
0;1;86;Observing platform manufacturer's serial number;CCITT IA5;0;0;256;Character;0;32

 Notes:;;;;;;;;;;

-1;"The storm identifier (descriptor 0 01 025) has the following meaning:  the first two characters shall be a numeric sequence number assigned by the originator of the message; the third character is a letter indicating the ocean basin where the storm is located, as follows:";;;;;;;;;
W;NW Pacific Ocean;;;;;;;;;
E;NE Pacific Ocean to 140°W;;;;;;;;;
C;NE Pacific Ocean 140°W – 180°W;;;;;;;;;
L;N Atlantic Ocean, including Caribbean and Gulf of Mexico
A;N Arabian Sea
B;Bay of Bengal
S;S Indian Ocean
P;S Pacific Ocean
F;RSMC Nadi's zone in South Pacific
U;Australia
O;South China Sea
T;East China Sea
There is no requirement that differing observers coordinate sequence numbers even though they both may be reporting the same storm.;
-2;WMO storm name (descriptor 0 01 027): the storm name NAMELESS shall be used in those cases where an identifiable tropical disturbance has not reached tropical storm strength and has not been assigned an official name.
-3;Where a centre other than the originating centre generates quality information, replacement or substitute values, and/or statistical information, the centre may be indicated by using 0 01 033.
-4;"A generating centre may wish to indicate a reference to the application that generated quality information, etc.; it may use descriptor 0 01 032 for this purpose.  However, the corresponding code tables will vary from centre to centre."
-5;Code table 0 01 032 is to be generated by each centre.
-6;The components of absolute platform velocity (0 01 041, 0 01 042, 0 01 043) are defined as follows:
–;First component: From the Earth’s centre to 0 degree longitude at the Equator: velocity of the platform along this line relative to the Earth’s centre.
–;Second component:  From the Earth’s centre to 90 degrees East longitude at the Equator: velocity of the platform along this line relative to the Earth’s centre.;
–;Third component:  From the Earth’s centre to the North Pole: velocity of the platform along this line relative to the Earth’s centre.;
-7;The values for descriptors 0 01 041, 0 01 042 and 0 01 043 have been chosen to be suitable for polar orbiting satellites in approximately Sun-synchronous orbits.  Geostationary orbits would require greater data widths for distance and slightly less for speed.;
-8;Left handed xyz axes have been chosen for descriptors 0 01 041, 0 01 042 and 0 01 043.;
-9;Descriptor 0 01 020 should be used instead of 0 01 004 for encoding this element.;
-10;Descriptor 0 01 033 shall be used instead of descriptor 0 01 031 for encoding originating/generating centre.  Code table 0 01 034 is to be established by the associated originating/generating centre identified by descriptor 0 01 033 and provided to the Secretariat for publication.;
-11;For 0 01 022, the character string representing the “Name of feature” should be of the form: “Type of phenomenon” – “Location or geographical name” (e.g.: “volcano – Popocatepetl”, “oil fire – Kuwait”);

 Class 02 - Instrumentation;;


TABLE REFERENCE;;
TABLE;;
ELEMENT NAME;BUFR;CREX

UNIT;;
SCALE;REFERENCE VALUE;DATA;;;;;;;;
WIDTH;;;;;;;;;;
(Bits);;;;;;;;;;
UNIT;;;;;;;;;;
SCALE;DATA;;;;;;;;;
WIDTH (Characters);;;;;;;;;;

F;X;Y;;;;;;;;
0;2;1;Type of station;Code table;0;0;2;Code table;0;1
0;2;2;Type of instrumentation for wind measurement;Flag table;0;0;4;Flag table;0;2
0;2;3;Type of measuring equipment used;Code table;0;0;4;Code table;0;2
0;2;4;Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported;Code table;0;0;4;Code table;0;2
0;2;5;Precision of temperature observation;K;2;0;7;K;2;3
0;2;11;Radiosonde type;Code table;0;0;8;Code table;0;3
0;2;12;Radiosonde computational method;Code table;0;0;4;Code table;0;2
0;2;13;Solar and infrared radiation correction;Code table;0;0;4;Code table;0;2
0;2;14;Tracking technique/status of system used;Code table;0;0;7;Code table;0;3
0;2;15;Radiosonde completeness;Code table;0;0;4;Code table;0;2
0;2;19;Satellite instruments;Code table;0;0;11;Code table;0;4
0;2;20;Satellite classification;Code table;0;0;9;Code table;0;3
0;2;21;Satellite instrument data used in processing*;Flag table;0;0;9;Flag table;0;3
0;2;22;Satellite data-processing technique used;Flag table;0;0;8;Flag table;0;3
0;2;23;Satellite derived wind computation method;Code table;0;0;4;Code table;0;2
0;2;24;Integrated mean humidity computational method;Code table;0;0;4;Code table;0;2
0;2;25;Satellite channel(s) used in computation;Flag table;0;0;25;Flag table;0;9
0;2;26;Cross track resolution;m;2;0;12;m;2;4
0;2;27;Along track resolution;m;2;0;12;m;2;4
0;2;28;Segment size at nadir in X direction;m;0;0;18;m;0;6
0;2;29;Segment size at nadir in Y direction;m;0;0;18;m;0;6
0;2;30;Method of current measurement;Code table;0;0;3;Code table;0;1
0;2;31;Duration and time of current measurement;Code table;0;0;5;Code table;0;2
0;2;32;Indicator for digitization;Code table;0;0;2;Code table;0;1
0;2;33;Method of salinity/depth measurement;Code table;0;0;3;Code table;0;1
0;2;34;Drogue type;Code table;0;0;5;Code table;0;2
0;2;35;Cable length;m;0;0;9;m;0;3
0;2;36;Buoy type;Code table;0;0;2;Code table;0;1
0;2;37;Method of tidal observation;Code table;0;0;3;Code table;0;1
0;2;38;Method of sea-surface temperature measurement;Code table;0;0;4;Code table;0;2
0;2;39;Method of wet-bulb temperature measurement;Code table;0;0;3;Code table;0;1
0;2;40;Method of removing velocity and motion of platform from current;Code table;0;0;4;Code table;0;2
0;2;41;Method for estimating reports related to synoptic features;Code table;0;0;6;Code table;0;2
0;2;44;Indicator for method of calculating spectral wave data;Code table;0;0;4;Code table;0;2
0;2;45;Indicator for type of platform;Code table;0;0;4;Code table;0;2
0;2;46;Wave measurement instrumentation;Code table;0;0;4;Code table;0;2
0;2;48;Satellite sensor indicator;Code table;0;0;4;Code table;0;2
0;2;49;Geostationary satellite data-processing technique used;Flag table;0;0;8;Flag table;0;3
0;2;50;Geostationary sounder satellite channels used;Flag table;0;0;20;Flag table;0;7
0;2;51;Indicator to specify observing method for extreme temperatures;Code table;0;0;4;Code table;0;2
0;2;52;Geostationary imager satellite channels used;Flag table;0;0;6;Flag table;0;2
0;2;53;GOES-I/M brightness temperature characteristics;Code table;0;0;4;Code table;0;2
0;2;54;GOES-I/M soundings parameter characteristics;Code table;0;0;4;Code table;0;2
0;2;55;Geostationary soundings statistical parameters;Code table;0;0;4;Code table;0;2
0;2;56;Geostationary soundings accuracy statistics;Code table;0;0;4;Code table;0;2
0;2;57;Origin of first guess information for GOES-I/M soundings;Code table;0;0;4;Code table;0;2
0;2;58;Valid times of first guess information for GOES-I/M soundings;Code table;0;0;4;Code table;0;2
0;2;59;Origin of analysis information for GOES-I/M soundings;Code table;0;0;4;Code table;0;2
0;2;60;Origin of surface information for GOES-I/M soundings;Code table;0;0;4;Code table;0;2
0;2;61;Aircraft navigational system;Code table;0;0;3;Code table;0;1
0;2;62;Type of aircraft data relay system;Code table;0;0;4;Code table;0;2
0;2;63;Aircraft roll angle;Degree;2;–18000;16;Degree;2;5
0;2;64;Aircraft roll angle quality;Code table;0;0;2;Code table;0;1
0;2;65;ACARS ground receiving station;CCITT IA5;0;0;40;Character;0;5
0;2;70;Original specification of latitude/longitude;Code table;0;0;4;Code table;0;2
0;2;91;Entry sensor 4/20 mA;A;0;4;10;A;4;3
0;2;100;Radar constant*;dB;1;0;12;dB;1;4
0;2;101;Type of antenna;Code table;0;0;4;Code table;0;2
0;2;102;Antenna height above tower base;m;0;0;8;m;0;3
0;2;103;Radome;Flag table;0;0;2;Flag table;0;1
0;2;104;Antenna polarisation;Code table;0;0;4;Code table;0;2
0;2;105;Maximum antenna gain;dB;0;0;6;dB;0;2
0;2;106;3-dB beamwidth;Degree;1;0;6;Degree;1;2
0;2;107;Sidelobe suppression;dB;0;0;6;dB;0;2
0;2;108;Crosspol discrimination (on axis);dB;0;0;6;dB;0;2
0;2;109;Antenna speed (azimuth);Degree s–1;2;0;12;Degree s-1;2;4
0;2;110;Antenna speed (elevation);Degree s–1;2;0;12;Degree s-1;2;4
0;2;111;Radar incidence angle;Degree;1;0;10;Degree;1;4
0;2;112;Radar look angle;Degree;1;0;12;Degree;1;4
0;2;113;Number of azimuth looks;Numeric;0;0;4;Numeric;0;2
0;2;114;Antenna effective surface area;m2;0;0;15;m2;0;5
0;2;121;Mean frequency;Hz;–8;0;7;Hz;-8;3
0;2;122;Frequency agility range;Hz;–6;–128;8;Hz;-6;3
0;2;123;Peak power;W;–4;0;7;W;-4;3
0;2;124;Average power;W;–1;0;7;W;-1;3
0;2;125;Pulse repetition frequency;Hz;–1;0;8;Hz;-1;3
0;2;126;Pulse width;s;7;0;6;s;7;2
0;2;127;Receiver intermediate frequency;Hz;–6;0;7;Hz;-6;3
0;2;128;Intermediate frequency bandwidth;Hz;–5;0;6;Hz;-5;2
0;2;129;Minimum detectable signal;dB;0;–150;5;dB;0;3
0;2;130;Dynamic range;dB;0;0;7;dB;0;3
0;2;131;Sensitivity time control (STC);Flag table;0;0;2;Flag table;0;1
0;2;132;Azimuth pointing accuracy;Degree;2;0;6;Degree;2;2
0;2;133;Elevation pointing accuracy;Degree;2;0;6;Degree;2;2
0;2;134;Antenna beam azimuth;Degree;2;0;16;Degree;2;5
0;2;135;Antenna elevation;Degree;2;–9000;15;Degree;2;5
0;2;136;Range processed by range attenuation correction;m;–3;0;16;m;-3;5
0;2;140;Satellite radar beam azimuth angle;Degree;0;0;9;Degree;0;3
0;2;141;Measurement type;CCITT IA5;0;0;24;Character;0;3
0;2;142;Ozone instrument serial number/ identification;CCITT IA5;0;0;32;Character;0;4
0;2;143;Ozone instrument type;Code table;0;0;7;Code table;0;3
0;2;144;Light source type for Brewer spectro photometer;Code table;0;0;4;Code table;0;2
0;2;145;Wave length setting for Dobson instruments;Code table;0;0;4;Code table;0;2
0;2;146;Source conditions for Dobson instruments;Code table;0;0;4;Code table;0;2
0;2;148;Data collection and/or location system;Code table;0;0;5;Code table;0;2
0;2;149;Type of data buoy;Code table;0;0;6;Code table;0;2
0;2;150;TOVS/ATOVS/AVHRR instrumentation channel number;Code table;0;0;6;Code table;0;2
0;2;151;Radiometer identifier;Code table;0;0;11;Code table;0;4
0;2;152;Satellite instrument used in data processing(6);Flag table;0;0;31;Flag table;0;10
0;2;153;Satellite channel centre frequency;Hz;–8;0;26;Hz;-8;8
0;2;154;Satellite channel band width;Hz;–8;0;26;Hz;-8;8
0;2;163;Height assignment method;Code table;0;0;4;Code table;0;2
0;2;164;Tracer correlation method;Code table;0;0;3;Code table;0;1
0;2;166;Radiance type;Code table;0;0;4;Code table;0;2
0;2;167;Radiance computational method;Code table;0;0;4;Code table;0;2
0;2;168;Hydrostatic pressure of lower end of cable (thermistor string);Pa;-3;0;16;KPa;0;5
0;2;169;Anemometer type;Code table;0;0;4;Code table;0;2
0;2;172;Product type for retrieved atmospheric gases;Code table;0;0;8;Code table;0;3
0;2;190;Lagrangian drifter submergence (% time submerged);%;0;0;7;%;0;3

Notes:;;;;;;;;;;
-1;This class shall contain elements to describe the instrumentation used to obtain the meteorological elements reported.;;;;;;;;;
-2;This class may also contain elements relating to observational procedures.;;;;;;;;;
-3;Some indication of expected accuracy may be implied in conjunction with certain elements in this class.;;;;;;;;;
-4;Note that descriptor 0 02 140 is the Azimuth angle measured anticlockwise from satellite heading vector.;;;;;;;;;
-5;In descriptor 0 02 142:  Ozone instrument serial number/identification is four characters long. For Japanese Dobsons instruments, omit the leading digit(s).;;;;;;;;;
-6;Descriptor 0 02 019 should be used instead of descriptor 0 02 152 for single satellite instrument identification.;;;;;;;;;


 Class 04 - Location (time);;;;;;;;;;

TABLE REFERENCE;;;;;;;;;;
TABLE;;;;;;;;;;
ELEMENT NAME;BUFR;CREX;;;;;;;;

UNIT;;;;;;;;;;
SCALE;;;;;;;;;;
REFERENCE VALUE;DATA WIDTH ;;;;;;;;;
(Bits);;;;;;;;;;
UNIT;;;;;;;;;;
SCALE;DATA;;;;;;;;;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;4;1;Year;Year;0;0;12;Year;0;4
0;4;2;Month;Month;0;0;4;Month;0;2
0;4;3;Day;Day;0;0;6;Day;0;2
0;4;4;Hour;Hour;0;0;5;Hour;0;2
0;4;5;Minute;Minute;0;0;6;Minute;0;2
0;4;6;Second;Second;0;0;6;Second;0;2
0;4;11;Time increment;Year;0;–1024;11;Year;0;4
0;4;12;Time increment;Month;0;–1024;11;Month;0;4
0;4;13;Time increment;Day;0;–1024;11;Day;0;4
0;4;14;Time increment;Hour;0;–1024;11;Hour;0;4
0;4;15;Time increment;Minute;0;–2048;12;Minute;0;4
0;4;16;Time increment;Second;0;–4096;13;Second;0;4
0;4;17;Reference time period for accumulated or extreme data;Minute;0;-1440;12;Minute;0;4
0;4;21;Time period or displacement;Year;0;–1024;11;Year;0;4
0;4;22;Time period or displacement;Month;0;–1024;11;Month;0;4
0;4;23;Time period or displacement;Day;0;–1024;11;Day;0;4
0;4;24;Time period or displacement;Hour;0;–2048;12;Hour;0;4
0;4;25;Time period or displacement;Minute;0;–2048;12;Minute;0;4
0;4;26;Time period or displacement;Second;0;–4096;13;Second;0;4
0;4;31;Duration of time relating to following value;Hour;0;0;8;Hour;0;3
0;4;32;Duration of time relating to following value;Minute;0;0;6;Minute;0;2
0;4;41;Time difference, UTC –LMT (see Note 6);Minute;0;–1440;12;Minute;0;4
0;4;43;Day of the year;Day;0;0;9;Day;0;3
0;4;53;Number of days with precipitation equal to or more than 1 mm;Numeric;0;0;6;Numeric;0;2
0;4;65;Short time increment;Minute;0;-128;8;Minute;0;2
0;4;73;Short time period or displacement;Day;0;-128;8;Day;0;2
0;4;74;Short time period or displacement;Hour;0;-128;8;Hour;0;2
0;4;75;Short time period or displacement;Minute;0;-128;8;Minute;0;2

Notes:;;;;;;;;;;
-1;The significance of time periods or displacements shall be indicated using the time significance code corresponding to table reference 0 08 021.;;;;;;;;;
-2;Where more than one time period or displacement is required to define complex time structures, they shall be defined in immediate succession, and the following ordering shall apply:  ensemble period (if required), followed by forecast period (if required), followed by period for averaging or accumulation (if required).;;;;;;;;;
-3;Time periods or displacements and time increments require an initial time location to be defined prior to their use, followed where appropriate by a time significance definition.;;;;;;;;;
-4;"The time location, when used with forecast values, shall indicate the time of the initial state for the forecast, or the beginning of the forecast period; when used with ensemble means of forecast values, the time location shall indicate the initial state or the beginning of the first forecast over which ensemble means are derived.";;;;;;;;;
-5;Negative time periods or displacements shall be used to indicate time periods or displacements preceding the currently defined time.;
-6;Descriptor 0 04 041 has been replaced by the combination of 0 08 025 and 0 26 003 and should not be used for encoding this element.;
-7;All times are Universal Time Coordinated (UTC) unless otherwise noted.;

 Class 05 - Location (horizontal -1);;

TABLE  REFERENCE;;

TABLE;;
ELEMENT NAME;BUFR;CREX

UNIT;;
SCALE;REFERENCE VALUE;DATA WIDTH (Bits)
UNIT;;
SCALE;DATA;
WIDTH;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;5;1;Latitude (high accuracy);Degree;5;–9000000;25;Degree;5;7
0;5;2;Latitude (coarse accuracy);Degree;2;–9000;15;Degree;2;4
0;5;11;Latitude increment (high accuracy);Degree;5;–9000000;25;Degree;5;7
0;5;12;Latitude increment (coarse accuracy);Degree;2;–9000;15;Degree;2;4
0;5;21;Bearing or azimuth;Degree true;2;0;16;Degree true;2;5
0;5;22;Solar azimuth;Degree true;2;0;16;Degree true;2;5
0;5;30;Direction (spectral);Degree;0;0;12;Degree;0;4
0;5;31;Row number;Numeric;0;0;12;Numeric;0;4
0;5;33;Pixel size on horizontal – 1;m;–1;0;16;m;-1;5
0;5;34;Along track row number;Numeric;0;0;11;Numeric;0;4
0;5;36;Ship transect number according to SOOP;Numeric;0;0;7;Numeric;0;2
0;5;40;Orbit number;Numeric;0;0;24;Numeric;0;8
0;5;41;Scan line number;Numeric;0;0;8;Numeric;0;3
0;5;42;Channel number;Numeric;0;0;6;Numeric;0;2
0;5;43;Field of view number;Numeric;0;0;8;Numeric;0;3
0;5;52;Channel number increment;Numeric;0;0;5;Numeric;0;2
0;5;53;Field of view number increment;Numeric;0;0;5;Numeric;0;2

Notes:;;;;;;;;;;
-1;Values of latitude and latitude increments are limited to the range –90 degrees to +90 degrees.;;;;;;;;;
-2;South latitude shall be assigned negative values.;;;;;;;;;
-3;North to south increments shall be assigned negative values.;;;;;;;;;
-4;Bearing or azimuth shall only be used with respect to a stated location, and shall not redefine that location.;;;;;;;;;
-5;The Pixel size on horizontal – 1 is given at location where map scale factor is unity.;;;;;;;;;

 Class 06 - Location (horizontal - 2);;;;;;;;;;


TABLE REFERENCE;;;;;;;;;;
TABLE ;;;;;;;;;;
ELEMENT NAME;BUFR;CREX;;;;;;;;

UNIT;;;;;;;;;;
SCALE;REFERENCE VALUE;DATA WIDTH (Bits);;;;;;;;
UNIT;;;;;;;;;;
SCALE ;DATA;;;;;;;;;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;6;1;Longitude (high accuracy);Degree;5;–18000000;26;Degree;5;8
0;6;2;Longitude (coarse accuracy);Degree;2;–18000;16;Degree;2;5
0;6;11;Longitude increment (high accuracy);Degree;5;–18000000;26;Degree;5;8
0;6;12;Longitude increment (coarse accuracy);Degree;2;–18000;16;Degree;2;5
0;6;21;Distance;m;–1;0;13;m;-1;4
0;6;30;Wave number (spectral);rad m–1;5;0;13;rad m-1;5;4
0;6;31;Column number;Numeric;0;0;12;Numeric;0;4
0;6;33;Pixel size on horizontal – 2;m;–1;0;16;m;-1;5
0;6;34;Cross-track cell number;Numeric;0;0;7;Numeric;0;3
0;6;40;Radius of confidence;m;0;0;13;m;0;4

Notes:;;;;;;;;;;
-1;Values of longitude are limited to the range –180 degrees to +180 degrees.;;;;;;;;;
-2;West longitude shall be assigned negative values.;;;;;;;;;
-3;East to west increments shall be assigned negative values.;;;;;;;;;
-4;"Distance shall only be used with respect to a stated location and a bearing, azimuth or elevation; it shall not redefine that location.";;;;;;;;;
-5;The Pixel size on horizontal – 2 is given at location where map scale factor is unity.;;;;;;;;;


 Class 07 - Location (vertical);;;;;;;;;;



TABLE REFERENCE;;;;;;;;;;

TABLE;;;;;;;;;;
ELEMENT NAME;BUFR;CREX;;;;;;;;
;;UNIT;SCALE;REFERENCE VALUE;DATA WIDTH (Bits);;;;;

UNIT;;;;;;;;;;
SCALE;DATA ;;;;;;;;;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;7;1;Height of station;m;0;–400;15;m;0;5
0;7;2;Height or altitude;m;–1;–40;16;m;-1;5
0;7;3;Geopotential;m2 s–2;–1;–400;17;m2 s-2;-1;6
0;7;4;Pressure;Pa;–1;0;14;Pa;-1;5
0;7;5;Height increment;m;0;–400;12;m;0;4
0;7;6;Height above station;m;0;0;15;m;0;5
0;7;7;Height;m;0;–1000;17;m;0;6
0;7;8;Geopotential;m2 s–2;0;–10000;20;m2 s-2;0;7
0;7;9;Geopotential height;gpm;0;–1000;17;gpm;0;5
0;7;21;Elevation (see Note 1);Degree;2;–9000;15;Degree;2;5
0;7;22;Solar elevation;Degree;2;–9000;15;Degree;2;5
0;7;24;Satellite zenith angle;Degree;2;–9000;15;Degree;2;5
0;7;25;Solar zenith angle;Degree;2;–9000;15;Degree;2;5
0;7;61;Depth below land surface;m;2;0;14;m;2;5
0;7;62;Depth below sea/water surface;m;1;0;17;m;1;6
0;7;64;Height above station (sensor height artificially corrected) (see Note 2);m;0;0;4;m;0;2
0;7;70;Drogue depth;m;0;0;10;m;0;4

Notes:;;;;;;;;;;

-1;"Elevation shall only be used with respect to a stated location and a bearing, azimuth or distance; it shall not redefine that location.";;;;;;;;;

-2;"Height above station at which sensor height is artificially corrected to standard value using formula.  For example, standard height for wind is 10 metres but anemometers or buoys are placed at much lower height; such height is sometimes corrected using a formula.";

 Class 08 - Significance qualifiers;;


TABLE REFERENCE;;
TABLE;;
ELEMENT NAME;BUFR;CREX

UNIT;;
SCALE;REFERENCE VALUE;DATA WIDTH (Bits)
UNIT;;
SCALE ;DATA ;
WIDTH;;
(Characters);;
F;X;Y;;;;;;;;
0;8;1;Vertical sounding significance;Flag table;0;0;7;Flag table;0;3
0;8;2;Vertical significance (surface observations);Code table;0;0;6;Code table;0;2
0;8;3;Vertical significance (satellite observations);Code table;0;0;6;Code table;0;2
0;8;4;Phase of aircraft flight;Code table;0;0;3;Code table ;0;1
0;8;5;Meteorological attribute significance;Code table;0;0;4;Code table ;0;2
0;8;6;Ozone vertical sounding significance;Flag table;0;0;9;Flag table ;0;3
